VARIABLES="X","Y","U","V","P"
ZONE  F=POINT
I=49, J=49
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.01020408	0.00000000	0.00000000	0.00000697
0.00000000	0.03061224	0.00000000	0.00000000	-0.00001760
0.00000000	0.05102041	0.00000000	0.00000000	0.00001483
0.00000000	0.07142857	0.00000000	0.00000000	0.00011577
0.00000000	0.09183673	0.00000000	0.00000000	0.00027759
0.00000000	0.11224490	0.00000000	0.00000000	0.00048970
0.00000000	0.13265306	0.00000000	0.00000000	0.00073638
0.00000000	0.15306122	0.00000000	0.00000000	0.00099443
0.00000000	0.17346939	0.00000000	0.00000000	0.00123250
0.00000000	0.19387755	0.00000000	0.00000000	0.00141176
0.00000000	0.21428571	0.00000000	0.00000000	0.00148852
0.00000000	0.23469388	0.00000000	0.00000000	0.00141846
0.00000000	0.25510204	0.00000000	0.00000000	0.00116166
0.00000000	0.27551020	0.00000000	0.00000000	0.00068759
0.00000000	0.29591837	0.00000000	0.00000000	-0.00002075
0.00000000	0.31632653	0.00000000	0.00000000	-0.00096438
0.00000000	0.33673469	0.00000000	0.00000000	-0.00212770
0.00000000	0.35714286	0.00000000	0.00000000	-0.00347984
0.00000000	0.37755102	0.00000000	0.00000000	-0.00497748
0.00000000	0.39795918	0.00000000	0.00000000	-0.00656876
0.00000000	0.41836735	0.00000000	0.00000000	-0.00819760
0.00000000	0.43877551	0.00000000	0.00000000	-0.00980792
0.00000000	0.45918367	0.00000000	0.00000000	-0.01134737
0.00000000	0.47959184	0.00000000	0.00000000	-0.01277043
0.00000000	0.50000000	0.00000000	0.00000000	-0.01404024
0.00000000	0.52040816	0.00000000	0.00000000	-0.01513000
0.00000000	0.54081633	0.00000000	0.00000000	-0.01602354
0.00000000	0.56122449	0.00000000	0.00000000	-0.01671498
0.00000000	0.58163265	0.00000000	0.00000000	-0.01720777
0.00000000	0.60204082	0.00000000	0.00000000	-0.01751340
0.00000000	0.62244898	0.00000000	0.00000000	-0.01764969
0.00000000	0.64285714	0.00000000	0.00000000	-0.01763894
0.00000000	0.66326531	0.00000000	0.00000000	-0.01750598
0.00000000	0.68367347	0.00000000	0.00000000	-0.01727633
0.00000000	0.70408163	0.00000000	0.00000000	-0.01697450
0.00000000	0.72448980	0.00000000	0.00000000	-0.01662260
0.00000000	0.74489796	0.00000000	0.00000000	-0.01623897
0.00000000	0.76530612	0.00000000	0.00000000	-0.01583718
0.00000000	0.78571429	0.00000000	0.00000000	-0.01542532
0.00000000	0.80612245	0.00000000	0.00000000	-0.01500695
0.00000000	0.82653061	0.00000000	0.00000000	-0.01458630
0.00000000	0.84693878	0.00000000	0.00000000	-0.01418870
0.00000000	0.86734694	0.00000000	0.00000000	-0.01392604
0.00000000	0.88775510	0.00000000	0.00000000	-0.01415641
0.00000000	0.90816327	0.00000000	0.00000000	-0.01604294
0.00000000	0.92857143	0.00000000	0.00000000	-0.02484229
0.00000000	0.94897959	0.00000000	0.00000000	-0.05590678
0.00000000	0.96938776	0.00000000	0.00000000	0.00000000
0.01020408	0.00000000	0.00000000	0.00000000	0.00003140
0.01020408	0.01020408	0.00006162	-0.00005830	0.00001914
0.01020408	0.03061224	0.00030316	-0.00044361	-0.00000544
0.01020408	0.05102041	0.00037328	-0.00108675	0.00002840
0.01020408	0.07142857	0.00035412	-0.00166736	0.00012328
0.01020408	0.09183673	0.00029176	-0.00199981	0.00027237
0.01020408	0.11224490	0.00018984	-0.00195179	0.00046682
0.01020408	0.13265306	0.00004432	-0.00140332	0.00069206
0.01020408	0.15306122	-0.00014427	-0.00025072	0.00092608
